"MEASURE - Productive Capacities Index"

CATEGORY,"Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change"
"Philippines",24.6747014861,25.0820872164,25.1944843501,24.8987594691,25.0368862079,25.3995213417,25.4085566848,26.1187408307,26.4170025426,26.7470692453,27.2868634767,28.1471743497,28.5897704708,29.1012795751,29.4988278661,29.6788655499,29.5355822088,29.6723956287,29.8843427204,38.6102635856,38.5241597334,38.6857564227,39.1373399338,39.2526616511,39.7205020086,39.7658628472,40.0560845515,40.4830533421,40.5148388801,40.9807948619,41.3858969483,42.1092407712,42.7661348401,43.0999552811,43.2412130621,43.5169269591,43.7109813219,43.9852479109,50.9916992251,50.7783945266,50.9101056681,50.9806608618,51.0625939214,51.0229206368,51.214476054,51.9228163734,51.5287214721,51.7755724723,51.939618864,52.1884569285,51.8221794653,51.5282933996,51.6036214056,51.1778118806,51.1779310315,51.2226645225,51.2632059664,24.3673541814,24.9663625607,25.0606846459,25.1212849618,25.3452913842,25.628584811,25.6913014699,25.8534571533,25.963652661,26.230812577,26.6234077373,26.7961948184,26.7506030116,27.1803143953,27.5060696722,27.5824191966,27.5824191966,27.7221687225,27.8629016606,13.1491184196,13.0080563911,13.015390392,11.4545863882,11.4464451024,11.44146934,11.4203205192,12.3592209013,12.3415832325,12.30384877,12.5956867647,12.6121448239,12.6591591271,12.4593296743,12.720318124,12.7554053425,12.7817442697,12.8000294458,12.818314622,3.4679204535,3.6893963431,3.8756093882,4.1015770262,4.4130467036,4.4468245877,4.7171390069,5.1607255445,5.5318984755,5.965359591,6.6770763386,7.4626769062,8.079231741299999,8.7735438727,9.0596930981,9.7171033051,9.8321601689,10.0219937941,10.3455965118,47.5684256342,48.0429965081,48.517567382,45.6149931376,42.6114731627,46.4868300005,43.2623307398,44.5521602098,43.314625867,43.4515872685,43.3911293682,45.2300777631,46.9507455946,48.6154119721,50.953485781,49.9249824975,47.5624629009,47.0371814021,47.0677821461,78.3231475236,78.36154495,78.2280096347,78.1399683592,78.6077706138,78.5909363597,78.57177883599999,78.580368534,79.08528246109999,79.06144039989999,79.9885993395,80.13297463630001,80.39262283879999,80.51607790129999,79.9508954078,80.22553822099999,80.40322559320001,80.661721175,81.014607892,16.8589280831,17.7517500767,17.1805583441,17.5983493302,17.9627187559,17.9417745502,18.1308118889,18.0379774831,18.7242560158,18.8803858647,18.5801375651,19.955209136,19.8072905537,20.0710519269,19.9638293125,19.8657419224,19.6161653871,19.8914796335,20.0233613485
"Poland",33.5542121476,33.7680725213,34.3340547126,34.6317623087,34.9770746853,35.4219489187,36.0505072237,36.4714764473,36.9567340169,37.277828168,37.6143030402,37.9796586356,38.0922813986,38.4540503926,38.8235734025,38.8974116683,39.0159783928,39.3337074138,39.6479753714,54.6008965958,55.3715495669,55.996329259,56.3016376988,55.7155660501,56.0724073347,55.8347389825,55.9762353754,56.4418049989,56.9713165481,57.554463235,57.6284982405,58.3892387114,59.6684465609,60.0272077039,60.593701295,60.6935364473,61.0093341731,61.1279578802,54.3142395639,53.9623294479,53.3386655705,52.9154467328,53.1158666452,52.7400115324,52.7049064188,52.1978881753,52.356006646,51.9876163494,51.3917935005,51.7633758492,51.4166038803,51.1912306713,51.1608175875,51.0952762174,51.0953158124,50.9419344722,50.7700645415,30.6497596223,30.6753919047,30.5963441744,30.7973616999,30.9623707853,31.0548583815,31.3529905286,31.397364333,31.6143596888,31.5485594496,31.7527935768,32.0101198055,31.9498741172,32.0007915519,31.9839723782,32.0301478392,32.0301478392,32.1361962923,32.2172967397,18.1516760876,18.0525731282,18.0631336576,18.0902146538,18.1208252412,18.1263075596,18.1415429845,18.1664395908,18.1840364572,18.1657009707,18.2650443813,18.3215946749,18.3490265307,18.3206137659,18.3194716899,18.2656069653,18.3286000949,18.3450359654,18.3614718358,6.5145299831,6.9936482163,8.061567871099999,8.6441722048,9.8025388755,10.4060484435,11.9668207573,12.7957895594,13.1477094498,13.8657748173,14.300600379,14.8851278893,14.9671184406,15.8646379946,16.8822292842,16.9909102586,18.1122753827,19.1239072243,20.2902734317,70.91636180730001,70.8895637972,70.8627657871,69.5882681641,66.5015642441,67.743512194,66.1412938706,67.9316917213,70.6335428914,71.9446914824,73.2159654603,73.6469297326,74.5128931598,74.4380957194,75.0620093892,74.5936643525,71.85579451930001,72.1131243474,72.2508363044,77.7620884369,77.6169927409,77.0761760729,77.099319904,77.75187709380001,78.19633235710001,78.6039737886,79.54390506510001,79.8940061774,80.0549616663,80.14159920030001,80.0420835963,80.5617939328,80.78564270530001,81.1345926934,81.2022801837,81.2444980075,81.29126608519999,81.3380341628,27.1095079221,26.5522101176,26.5692103573,26.8797993532,26.6178859459,27.0091777585,27.3959478891,27.1681896755,27.6077678973,27.5096972024,27.8375256591,28.2015116998,28.0335915068,27.985694023,27.8982553309,28.1110798491,27.8932730681,27.8932730681,27.8932730681
"Portugal",34.6965633864,34.9239682396,35.4046769856,35.7857910772,36.007457295,36.6243896316,36.8848075659,37.4413340801,37.9429864278,38.0390036307,38.1848034244,38.3703858745,38.3548420938,38.5043128942,38.5628166933,38.9361512893,38.9593243841,39.1339826601,39.3700490531,59.3158546267,60.138575863,60.1809747494,60.8150613129,60.9644933047,61.3388334773,62.7622276588,64.5706080865,68.55881233789999,69.4885745166,69.73822729459999,69.9639862273,69.48680590559999,69.0533466208,68.70538757449999,68.77719838020001,68.74355328820001,69.2717182567,69.76883968110001,47.8832305624,47.8422923749,47.9401722199,47.8403238675,47.9038559984,47.935644954,47.9447666752,47.8056365498,47.9672979187,47.8659520263,47.7804668983,47.7844964126,47.8055018516,47.8658627766,47.8620619948,47.8713859519,47.8714402604,47.8897915472,47.908142834,31.2662032753,31.1927511509,31.6145926924,31.1999002098,31.2522343762,31.3601034429,31.3942052331,31.5857222705,31.066764182,31.1691505047,30.9204309546,30.9092193816,30.3857037636,29.944022571,30.1019471485,30.3235882087,30.3235882087,30.3235882087,30.3235882087,14.1346473612,13.8874597969,14.173412114,14.2263287285,14.3846944228,14.570979047,14.4077449395,14.6145327042,14.8523946855,14.4891633354,14.4457300088,14.6194455289,14.5253861157,14.8004381516,14.8330424274,14.8643269009,14.8062743753,14.8362152977,14.8528216997,9.592189602,10.1348240805,10.5618434805,11.7600880369,12.484401122,13.3660650077,14.109650363,14.7881896231,15.2235068269,15.5880009551,16.4629196828,16.967265388,17.4462641781,17.7241591328,18.2657947253,19.3212208883,20.0277992537,20.7978683263,21.6819446906,81.94917460310001,83.2661760165,84.5831774298,83.67877361319999,81.8683077446,81.851461293,78.1789747376,78.10009539799999,79.5049921258,78.6996108435,76.7209442244,76.1483942376,76.6780599178,77.3452599534,76.8192825288,79.08748636590001,79.056666076,78.48821181210001,78.48821181210001,83.5908313453,83.5908313453,83.7942530351,83.87550675350001,83.9005190944,84.9457530663,87.24202729309999,87.7163695194,88.0221515029,88.67979122289999,88.4524432703,88.49624130079999,89.1097489045,88.0051408945,87.3070166525,86.8042098353,86.3739537398,85.9441313871,85.7480827568,25.4657426042,25.1711803853,25.5109317689,25.2332177661,25.0993401429,25.9257411282,26.1555068564,26.7530663852,26.5735732478,26.8248321746,27.182382317,27.2014095014,26.7969642388,27.3383500265,27.1884838228,26.8345748568,26.2664848438,26.2718270205,26.274845311
"Qatar",33.3363209291,33.6184965181,34.6205086899,34.9098998559,35.5478507739,35.9217828946,35.9512065663,36.3847151038,36.5045558552,37.3456558333,37.3961005933,37.4089954196,38.2978097131,39.0074671076,39.0762633523,39.4515478534,40.0495109617,40.4587303304,40.8134219696,42.5383792635,43.2757888981,43.6421829741,45.5976858532,45.5195620121,45.3066958582,44.1049011183,46.1343587081,46.3859483758,47.3634278252,47.5661037683,48.3012675511,48.6196713844,48.8155082311,49.0164076255,49.1991690149,49.3193948673,49.4449440844,49.5784010048,56.3970562821,55.4769908529,55.2038830867,54.879799412,55.6572161231,56.5912476008,56.0201055422,54.7975380047,55.0146121142,52.6939228975,52.8774353743,53.4872301708,53.6863267235,53.4322710796,52.7002598967,51.2653390463,51.2652616671,51.2626119027,51.2625332648,47.3359588401,47.9106905321,50.4889688568,49.3448740033,51.0026024448,48.5236912465,48.2318035843,47.6304974345,46.2568028672,45.4522719385,45.0594702158,44.7268741979,46.5784297316,46.6208752757,47.1066837942,47.1066837942,47.1066837942,47.1066837942,47.1066837942,24.7438256101,24.5502097131,24.9907707032,23.6056186272,24.1680615176,25.0858210292,24.9479663259,25.0393222311,24.892016971,25.1705770785,25.7772722361,26.5159019297,27.3983049284,27.9314919542,28.7740242316,30.3212437961,32.3461222439,33.3771726605,34.4117693729,6.6386693044,6.9434511991,7.5836620352,8.471333743500001,9.020968009400001,9.756055651200001,10.2574243109,11.1478354566,11.3915008877,12.4678720769,12.8179276057,12.9355894771,13.5198595742,15.2380511058,15.5344637519,16.0370024819,16.1213223209,16.7450453946,17.3687684683,62.6428146348,63.0559391114,63.469063588,63.445374934,63.5556771843,64.52871527160001,64.8685763455,62.7557155099,66.5660550986,71.94065366780001,70.01535735020001,67.15955233459999,70.79480047609999,71.0221975676,67.7145486954,67.4323908499,66.552130646,67.22208190390001,67.22208190390001,75.6111758177,75.9867586251,80.2937219569,80.35984991630001,80.3092008859,80.5483240364,80.6632165259,80.94487968280001,80.9057223896,81.4576980385,81.03068545310001,80.4776170288,81.2246886442,81.3699217293,82.0812622965,83.3304985092,83.78070844840001,83.85157234570001,83.8846472935,17.2626576346,17.3676662673,17.5668002587,17.5220614267,17.7329210385,17.5180380016,17.48880409,17.9897609094,17.4929617216,18.1371668266,18.003581802,17.9042301867,17.8708681347,17.9208486317,17.98227226,18.0761316948,19.1128482748,19.0868298139,19.0800053501
"Romania",28.4499159158,28.8067839066,29.1646246795,29.7697960549,30.2366418871,30.8906327561,31.7543291841,32.6749748149,33.2599488725,33.3831631,33.6219778937,33.6675390039,33.8161927285,33.9582738248,34.1509450886,34.3174466231,34.1044960639,34.2336637912,34.3017020343,47.670615941,48.1348390653,48.865248305,49.9250014175,50.6822384197,51.2726052547,51.2366585382,52.2903043672,53.1054166017,53.0793254888,53.3686897025,52.9998183263,52.4097929609,52.4883015462,52.2255927868,52.6123052716,52.276640554,52.204845735,52.0673229545,55.0222291581,55.5221255842,55.0099493187,54.9231207911,54.2715128509,54.2331886949,54.0317940217,54.2486582959,53.5311005709,53.3333839995,53.6480012355,53.8330728068,53.4150115897,54.1928222755,54.043063501,53.8711790255,53.8712613843,53.4628031185,53.4249105269,28.495076758,28.8351565603,28.9416430252,29.6485626032,29.3093261523,29.4051759682,29.5672243168,29.5423931551,29.6237564199,29.1621119508,29.0802746339,29.3494746952,29.3135525085,29.3634370542,29.5552689984,29.5980878526,29.5980878526,29.5913695213,29.660469075,15.4494688483,15.475631198,15.4815044398,15.472087075,15.4781716522,15.6040604947,15.4630630688,15.5411503517,15.6150018854,15.7025265144,15.726433813,15.7152339326,15.6943092498,15.6568585477,15.656378899,15.6868745491,15.7037528879,15.6810571532,15.6833610808,5.0099914989,5.3142811822,5.6257105422,6.1508258466,6.8258186058,7.7436532505,8.642911454,10.0598566363,11.3163546713,11.8620854733,12.0319413545,12.2799174384,12.7915162844,13.2524314605,13.7764474397,14.2599382301,14.337417818,14.6729321401,15.0290798674,44.022710148,44.9658435321,45.9309584431,46.9200482241,47.9440714413,47.7635191044,49.7871917861,50.922675775,51.4874443312,52.1273552871,52.5147161949,52.8248513485,52.9399787432,52.8269496245,54.3944148157,52.3546297155,51.0428094543,51.2768041698,51.5107988854,75.5029030937,75.57837375139999,75.6531498944,75.8338544721,75.9574769991,76.66298299659999,81.45899283190001,81.95181282359999,81.66717777629999,81.732621377,81.8255136896,80.8792543908,80.90947953840001,80.72468850689999,80.58012826140001,80.5196380979,80.3121833109,80.2198499459,80.12751658089999,22.320203692,22.0159326312,22.23123196,22.4091832396,22.5244946998,22.9178869644,23.3007843382,23.7641077524,23.932607767,23.5442392173,24.1219134604,23.9097685512,24.2329368808,23.9271825505,23.4613357245,24.316512813,23.7888926214,24.1326158452,23.877386595
"Russian Federation",27.5682197032,27.8305342756,28.5378574381,28.7832412523,29.0859171495,29.6819143239,30.2250892729,30.5826063193,31.2043500723,31.4620369585,32.0847415057,32.1351103639,32.6260458746,32.7217555064,32.9261499919,33.0348973934,33.4781580001,33.6222890702,33.8533994189,55.7161874987,56.6752233853,57.2657718381,57.4451182051,56.6348223923,56.2168649532,56.7029934899,57.166044919,57.2038742281,58.5859469415,57.8525308841,58.0643491064,58.475501462,59.0013459158,59.265823068,59.9719825106,60.2534166175,60.4958314453,60.7184617045,49.0271806716,48.484658396,47.7400117626,47.7780250914,47.5951817363,48.2096648483,48.050292617,47.1705909846,47.5111159134,46.5378494603,46.4656935535,47.0169676027,46.9198107829,46.5504694585,46.4976703387,45.7507649063,45.7507059253,45.7477283263,45.7454534026,32.7051814741,32.7379551852,32.6585295779,32.8848578483,32.955225662,32.9606792836,33.4133407327,33.5869373123,33.7357457528,33.241104179,33.6778803045,33.9849313703,34.0754673471,33.91714104,33.8229263869,33.8309081557,33.8309081557,33.8348296458,33.8348296458,11.3129834588,11.0035256561,11.33864879,11.3954261079,11.5668837661,11.6219074666,12.1113002913,11.7324625655,12.5307862786,12.5442223506,13.4710466443,13.9833963774,14.1710283667,14.2784564908,14.4385114201,14.6874575928,15.4260141435,15.3957872321,15.7320792251,5.1466838791,5.3672329142,5.755552746,6.3858400876,7.4792923541,8.591909531200001,9.6717910764,10.711598825,11.8057138653,12.820730052,14.045690816,14.033767522,15.2449545958,15.9024401879,16.1886436635,16.6298085218,16.9958724076,17.4782395665,17.9939821471,35.8643135021,38.9284805798,41.9926476576,40.4545152779,39.1896117459,39.1741877812,38.1842492929,38.5036382897,38.4381287563,38.2655835606,38.3564996954,38.4101495891,38.6370577347,39.2161760473,39.80951871,38.2777734226,38.8576410442,38.498877713,38.298917772,79.094161235,79.14562780110001,79.27107325270001,79.47234596360001,79.5952515079,80.8864568879,81.3071149031,82.18289406610001,82.69053504679999,81.8473223299,80.9836790775,81.0973163476,80.57747634819999,77.7400104844,77.4641902163,77.5548495849,77.22137292870001,77.05552003210001,76.8421496811,22.6111839165,21.9860157937,22.6809012388,22.3104663747,21.3676262317,21.3154962141,21.0381878424,21.2465984773,20.8507426291,21.0305278487,21.106095897,20.0515691197,20.4172995895,20.3813369807,20.5617524662,21.0733594452,21.507412539,21.8478059903,22.0336361405
"Rwanda",19.0946045239,19.0581860634,19.266772858,19.9533187533,19.5465552056,20.024710868,21.0070941708,21.6452273344,22.1251289211,22.8489424821,22.0547343323,22.3943341484,23.0891252539,23.4972523941,23.7939493338,24.3238443474,25.0617767987,25.241951092,25.4234193941,25.5044679084,26.2814349227,27.1393587608,29.7479886933,31.0523286343,32.5336387731,36.3944752004,36.5698651026,36.5282031311,37.784279232,39.2319823122,39.9064248178,40.6181686918,40.8821613907,40.9419614851,40.9376851923,41.2521901941,41.4915068873,41.7329440063,62.4639857008,62.5662250544,63.5909453166,63.7220824358,62.8175717181,62.1208609027,61.6223142152,61.514580149,62.0473658291,61.8593265085,61.4471091097,61.7542790447,61.4180731366,61.4645435855,61.1435382359,61.2425493011,61.2427284953,61.2724804441,61.3107993294,15.1321556813,15.0437599312,14.8563905241,14.9217014928,14.5561892888,14.3623325362,14.6072527971,14.7349732545,14.0635394778,14.9141399599,14.9878554404,14.6751363096,15.4571150996,15.7995879604,15.2760124404,15.3640289248,15.3350760166,15.52378119,15.4949397432,14.7524879455,14.8118267864,14.9637164949,14.9548958325,14.7697786336,14.7435721724,14.7721904543,14.74740996,14.7598130247,14.7362842744,9.402554628400001,10.1746815772,10.2058500238,10.6596269958,10.6454161266,10.5470732151,13.2479951515,13.2479951515,13.2476875218,2.7903676573,2.8108727203,2.8210166128,2.8374308117,2.8422771407,2.8704942598,2.9370554227,3.0568137701,3.3405032379,3.7829054907,4.0324801463,4.1460841461,4.436976377,4.6585640948,4.9272148356,5.5092145458,5.6145442789,5.6895328541,5.7558707043,30.2419860699,31.5564221588,32.8708582476,36.2719479979,36.6360945208,34.1333295897,41.4886884871,44.0002841119,45.4233581145,45.40800569,48.6347887881,49.7292658999,50.3816857181,52.4404844306,54.2342733864,54.6337565684,54.5175942613,55.7715980863,57.0256019112,55.5201653516,55.5327118462,55.5520716532,55.5165943015,55.559120249,55.949612726,56.0412549139,61.2967959231,64.6273776978,66.3135841764,67.0099173813,68.4050139479,68.56355600569999,69.1756145489,69.6093510489,69.6560297666,69.7069155528,70.1393336676,70.54816012009999,10.6059805292,9.643188051999999,9.607430045299999,10.395678475,8.7828181621,11.0204621467,11.4760187556,11.9555193937,12.4466265671,12.6959697654,12.5380276135,12.1886130219,13.3909856223,12.9932735019,13.5674269541,14.3858205928,14.2111808338,14.1631446362,14.3502387468
"Saint Lucia",30.241539949,30.6709798532,30.7364778087,31.8191595413,31.6064034688,32.2234096837,32.2815918511,33.7120614815,34.3772375868,34.6241594534,34.9723585452,34.841433176,34.8395983745,34.234703484,33.5171346408,33.5931414189,33.4891437827,33.6997969459,33.8387560472,46.2234751988,46.8941997361,47.3054438292,47.2808546471,47.4426933282,47.8697259576,48.6109389388,48.8028380771,49.7665536623,50.3783333437,50.5853374283,50.6438385857,50.8776130009,50.9249284389,50.2455675705,50.4064044252,50.3240926327,50.3501354014,50.3736401351,45.1612728812,45.0843317806,44.9221479453,44.7325229322,44.3704084596,44.307912974,44.1150639855,44.0721694204,44.1589753589,44.3010083801,44.3041291482,44.3178851321,44.3445832618,44.3634865206,44.3839568692,44.4020705264,44.4035758645,44.4185826627,44.4380951469,27.2383446515,27.150049207,26.9436608848,27.0374234692,26.8665410637,27.6915238412,28.0475368663,27.4256956675,27.2276192709,27.3502440541,27.2880188202,26.8913586483,27.4868956676,25.4155052786,24.738621076,24.721630665,24.694760151,24.694760151,24.694760151,20.9171418392,21.1538578794,20.9708303109,20.9413233017,20.8999737692,20.7389623727,20.656233085,24.29141732,24.2664241561,24.2135390814,24.0358179297,24.2666172599,24.1900617958,23.9323274972,24.1725383635,24.1286181344,23.8113626816,23.886802201,23.9335029062,6.2555159563,6.475624503,7.0898174376,8.682653461499999,8.5405693318,8.649609097200001,8.866212641700001,9.927559370499999,11.0590011339,11.5209381884,12.2008298223,12.3802471057,12.6905326534,12.3661006349,12.5629215572,12.1822043315,12.3996760453,12.6309606364,12.8622452274,69.6348529479,67.0309504424,64.4270479369,67.59739673190001,66.5553305934,78.8920381272,76.5981212936,74.1917631238,74.3351344109,75.6612848532,75.1544738395,75.2921310839,72.59421003750001,72.8304141216,66.7461633394,67.5872301771,67.5596506001,68.0913782234,68.2246363941,78.8125367566,79.1009900361,79.1001558958,78.6613653659,78.72451051500001,79.01861532469999,79.4822804458,81.8273616244,82.95339988409999,83.4773075654,82.8345133715,82.8545090691,83.3141443758,83.0568413124,82.722836348,82.0903191938,81.7957184224,81.5568635218,81.2613089558,17.1330346646,18.7835329965,18.3615061047,19.0058622696,18.8278504873,17.6985121013,17.5851542391,19.3181588964,19.699335323,19.205562733,20.0421393407,19.1975323785,18.8518757518,18.3557365592,17.2175431336,17.9731404063,17.571995621,17.9763322162,18.222310318
"Saint Vincent and the Grenadines",29.5757627115,29.3845370036,29.3465205629,30.4488025282,29.9028688542,30.9997340754,31.1170237007,32.4250041269,32.643614962,32.8455172908,33.1192680566,33.6581325725,34.0664228618,33.4868226086,33.4064069665,33.715351605,33.6666874439,33.945112536,34.1439968955,43.8321019397,44.1255135614,44.8471290902,45.2995704012,45.3607911109,45.5323112448,45.7813079706,46.1060828626,46.6737469144,46.9998433355,47.0108795689,47.2722345156,49.3077910004,47.1403923849,49.2600032736,49.3069850011,49.2886348739,49.8702396051,49.9820974082,40.3433425757,40.3599474827,40.3917534407,40.391684265,40.3915848746,40.366402048,40.281489529,40.1925339375,40.1119903134,40.0491998986,39.9975750111,39.9990611349,39.9349331735,39.9659942232,39.9718647476,39.9750444335,39.9774419039,39.984263421,39.9910849381,26.2819162686,26.4117132005,26.3694723715,26.4397986184,26.4119680637,27.2973229942,27.5402438418,27.1566382536,27.0210952011,27.2437662888,27.1562468329,26.7403174929,27.4402016019,25.1408513361,24.4814850154,24.4628586416,24.4586023004,24.5195512504,24.5840457843,23.0674533312,23.3493693586,23.1812758338,23.1577839524,23.1204799172,22.9752580047,22.9081545946,26.5592782689,26.5651309831,24.6770457093,24.4929894075,24.7364142189,24.6876658183,24.4450294429,24.6955556867,24.6482523187,24.3181395671,24.3870501584,24.42848867,5.3986415477,5.736555763,6.1529279451,6.8623037755,6.9553803919,7.7084712447,8.4484019396,9.609309934400001,10.5807091144,11.2218078004,11.6519594839,12.0776504473,12.097391316,12.5131733919,12.8490130642,13.5307731404,13.9913437652,14.4189428277,15.006942188,68.01466443779999,66.5803391067,65.1460137756,65.5547053201,66.3873678372,78.1718843269,75.2644016214,72.8113690962,73.8431314705,74.2474005019,73.80281353220001,73.906360603,73.9355656181,73.7170680417,68.49905144989999,68.080372492,68.37996675470001,68.8800875614,68.88453345870001,82.5206178016,82.35927661460001,82.29086344940001,82.20069470839999,82.0306999642,82.02948797889999,82.0990595424,83.0145414304,83.8295545623,83.9842674497,84.0355941631,84.0941653047,83.2232892504,83.14797176480001,83.11847229839999,83.0841098586,83.0476323977,83.0293272588,83.0264114762,18.0225919098,16.0889972737,15.0614058952,17.834923765,15.0851965362,14.9676877911,14.4720627829,15.7397872768,14.6488032566,15.297352162,16.0164809606,17.5440866374,18.2678073163,17.8053287681,17.8106944401,18.3555878877,17.7240822065,17.929040534,17.929040553
"Samoa",28.2648096971,28.4065784437,29.0447550552,28.9275554492,29.1450270083,29.1057234419,29.1352972057,28.9534702321,28.9050860769,29.5955751325,29.3577273982,29.6575326608,29.9448003137,29.9035267333,30.4126667791,31.0054943003,31.3458136121,31.4004588738,31.5425503684,43.0878745563,43.1958269799,43.3803450735,43.2944606035,43.1723308268,43.3597734133,43.8227615391,44.3616999683,44.0228356634,43.8243939186,45.0138601174,45.1509905334,44.618192275,46.2295730401,46.5639610735,46.5583809075,46.7021591084,46.6010854355,46.6162328463,41.2893147828,41.0864282894,41.0458134264,40.8493617554,40.8119483266,40.2226955348,40.1037673744,39.9249356179,39.9409623789,39.8399871134,39.790863976,39.8130325818,39.8194369202,39.6984178945,39.6788510351,39.6879176588,39.7323525295,39.7143189575,39.7096872834,27.3203901215,27.4009312651,27.4185141418,27.4728267737,27.5896037195,27.8234710556,28.1585610188,28.1026776383,28.1448753336,28.2259982789,28.1389967783,28.7532724748,28.8677968416,26.1750468314,26.2335521827,26.7840750754,26.7862779043,26.8842999925,26.9418250538,27.5002920592,28.0951244263,28.1607033989,26.1384477814,27.2937506918,27.4870672253,28.1937336047,26.5336915674,26.5211180125,26.4733530996,25.9195771521,25.5247729928,25.0572775578,24.6295267701,24.1225787191,25.5958955087,26.5315046062,25.9928681341,25.6998095892,3.3546381232,3.4833940725,3.6350198581,3.8501834476,4.1092359769,4.3818698418,4.594454676,5.0446246452,4.9103461976,4.879446819,4.815853967,5.0918377307,5.3682098778,5.5076466551,6.1772128822,6.5906195561,6.7970235648,7.0511665543,7.4020783492,67.7083415709,67.7691323872,67.8299232034,68.54886059010001,65.5092447741,67.7412050776,66.85407985329999,65.72786986680001,64.4213537438,62.5014760472,61.2598777467,61.8110742133,61.4982605835,62.3272359277,66.3619274631,67.3469863949,67.6610142845,67.3041230078,66.9386701345,78.53061479510001,78.5921433434,78.6413940285,78.65268921880001,78.66179354400001,79.1161455689,79.29780310939999,81.44766549880001,81.6258215869,82.4765576068,82.6938081511,82.6108702025,82.5562869999,82.77691960369999,83.0229472068,83.115356761,83.42282572550001,83.5892493273,83.7556729291,17.0853832099,16.7263537966,18.9982302255,18.5993552083,18.5304800679,16.4418918196,15.2786370689,13.846823336,14.3792725372,17.9361617846,17.3137400583,17.448591924,18.4575600619,19.0190785122,18.3923187048,18.2759696439,18.4220819567,18.4220858395,18.4220897223
