"MEASURE - Productive Capacities Index"

CATEGORY,"Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Overall index: Productive capacities index","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Human capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Natural capital","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Energy","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Transport","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Information and Communication Technology (ICT)","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Institutions","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Private sector","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change","Structural Change"
"Iceland",40.7986874562,41.0517166085,41.8185343404,42.3817282916,42.8238515651,43.2796896049,44.1743178184,44.5142825928,44.423871923,44.2354605466,44.9437867902,45.5284257143,45.4372316134,45.1168308438,45.4267583681,46.0621574179,46.5924709206,47.2720427541,47.9551771846,78.3772663827,79.82835682220001,80.8923912993,81.3442497563,81.13856561580001,81.84455338559999,84.09108410739999,81.0018423654,81.3906823225,82.8793250235,81.7900531761,80.8160244849,78.317357194,76.5227424344,77.8968012043,78.74220402170001,78.4946047567,78.6545005887,78.81439642060001,49.8096045876,49.785923381,49.7628998349,49.763580623,49.7497929038,49.7525856961,49.7551321254,49.7072546991,49.6872853689,49.6660091378,49.6614797939,49.6534636797,49.6603588147,49.6608239992,49.6587563748,49.6563345496,49.6563644429,49.6488524019,49.6413403608,40.2055383652,39.8253384403,40.2447686731,39.9569546946,40.0574122001,39.7246708734,41.2038954341,42.0684570228,43.9115040549,44.4885584623,44.1483745381,44.8670639275,44.7908362412,45.3033322676,44.9923476113,44.7133723496,44.7133723496,44.6442856216,44.5751988937,20.8758805139,20.4913865756,19.8019407333,19.6677631101,20.0361857272,19.3992119422,19.6220824066,20.8484861493,20.1511872264,20.2953489283,23.1239418721,24.0509831753,24.652621945,24.6290854623,25.2848613478,27.3159086231,30.6951375172,33.5788491524,36.5630823866,15.8335989915,16.7488151295,19.3853192801,21.2251222815,22.6307097461,24.2927945066,25.3979564818,26.5302966895,27.5467700085,27.6775874402,29.4371371456,30.8320263611,30.8659403545,29.971226148,31.0860317656,31.706871291,31.0493683683,31.8116663016,32.5639987394,96.1259426979,96.1329970375,96.14005137709999,97.2537857677,96.5197972915,96.3632761038,94.62520223360001,94.11615631070001,93.1784658829,89.3576808615,87.95754122300001,89.0110019649,88.7438981917,88.95889231290001,88.698802317,89.45806134980001,88.6603904561,88.506564911,88.35273936599999,85.8892589929,85.9745826688,86.2528757438,87.4962119612,89.1410751434,93.32626419499999,96.86711280110001,93.7592405944,91.5986741211,88.34411592879999,87.5859458051,86.4182201507,85.6632092469,85.59853785919999,84.7278781112,84.38902227280001,84.22160081209999,84.5730114978,84.8761385638,17.9215897788,17.9650881351,18.1371490785,18.1174681155,17.9298565688,17.956858056,18.4121987294,18.6478546039,18.0283894218,18.0541210657,17.7034326373,17.9763897436,18.0286158537,17.7404888083,17.638835445,17.7280134223,17.9059886523,17.8886176404,17.9620331669
"India",25.4247631368,25.4896767864,25.8025180282,26.0365149588,26.1918929258,26.6850884344,26.957486636,27.3504134901,27.7617987904,28.1154181285,28.6819012655,28.8584388165,29.0533744609,28.9927738016,29.4906664797,30.0473510906,30.3687678334,30.6310862193,30.902808964,37.3094610213,37.7520311152,38.1939661206,39.0739359114,39.7212673358,40.5994187374,40.9933664863,41.5259393357,42.3783181624,42.4657742848,42.971943872,43.8319202955,44.1513325063,44.3926921316,44.864138989,44.9589999375,45.4199733738,45.7023047964,45.9766448872,57.7146836608,57.6107884209,57.4929591834,57.3170568575,57.3075747403,57.2724408282,57.2691507398,57.3114376306,57.9618524142,56.8762873381,56.8240587834,56.8863806826,56.5546555179,56.364610059,56.1360423824,55.9201036748,55.9203897961,56.0688147439,56.0786723297,19.4915628656,19.1109878775,19.8683455414,19.9812554334,20.3566136979,20.7102113236,21.2210207167,21.6207643157,22.1416683049,22.6254087191,23.1079492615,22.8029904608,23.6325932346,23.7157600325,23.7343711311,23.776955609,23.776955609,24.1500516058,24.362594255,15.5121870689,15.5104558173,15.5544983424,15.6325861824,15.770642626,15.9277431024,16.0103163353,16.1722666807,16.3941074651,16.5984852893,16.9143662746,17.019697214,16.9213256624,17.0285628283,17.1046835253,17.0882995095,17.1379217567,17.2450542249,17.3556484718,3.1089786003,3.1764269977,3.2636084364,3.3162491218,3.4042396339,3.5504552908,3.6517648127,3.8439350464,4.1009093205,4.5059592246,5.0909162634,5.5026786684,5.5753794207,5.7232026284,6.1504320411,6.5298347653,6.9571052021,7.4043231541,7.8034655528,51.8879917523,50.3186997202,48.749407688,48.8944847492,48.5464888135,50.7816959244,51.2833010753,51.0114597592,50.5101360923,49.2103449692,49.0857968679,48.4683939454,47.436177317,47.8034934669,48.7880860073,50.7537286713,51.1536076222,49.9031947082,49.5628550242,78.2093925078,78.2248774727,78.57350103660001,78.56110612010001,78.7972976037,79.0051726713,79.19565141859999,81.73427274540001,81.32591518069999,81.25347603660001,81.2382944865,81.2825954982,81.2581083211,75.7437354059,75.6492432732,75.7924048063,75.70064959370001,75.97097615520001,76.07758883459999,21.2562586605,22.1080078159,23.1593353691,23.6986476543,23.2731822253,23.5341282045,23.5751557532,23.477966163,23.4914087632,23.8910688207,23.6383145814,22.9303077024,23.6572300622,23.8418322215,24.650106875,25.8948855376,25.9466598707,25.8699539641,25.9288770235
"Indonesia","_","_","_",23.5453399512,24.0699401582,24.6118194285,25.0955769928,26.0540247581,26.9060816892,27.0961353385,27.7181936266,28.2434621353,28.5198142786,28.7467778368,28.8365935298,28.9166509066,29.4424752868,29.607873462,29.9392534407,"_","_","_",40.0451289284,39.5363735083,40.2333175872,40.4593115094,41.40467008,41.2722389636,41.7855606054,41.9432733088,42.3573154326,42.9194395953,43.0479449549,43.3292103646,43.5710338296,44.0170505728,44.5017624252,44.9940993355,"_","_","_",48.2498717315,48.9763960994,49.4647948113,49.7658896022,50.2380032318,50.3524459672,49.4951942453,49.8455266679,50.8107492591,50.6661148489,50.7632854424,50.5374128031,50.0942573823,50.0942824887,50.271573619,50.4488647494,"_","_","_",24.6264910329,25.6828305491,25.7633225269,26.1575448073,26.3474346563,26.6107566217,26.8240989673,27.0198949317,27.2484466077,27.4234195268,27.4043862398,27.5759088324,27.6147323101,27.6147323101,27.7657998662,27.876981842,"_","_","_",9.691980813100001,9.858875728899999,9.962088614000001,10.0770963095,10.6586688579,10.6808810492,10.7161879535,11.0337835516,11.1908849007,11.2840069606,11.2183341163,11.352323376,11.7841708055,11.917632864,11.9320013206,11.9463697773,"_","_","_",3.4756614859,3.7149500164,4.0763316613,4.366182952,4.9507259793,5.9987140352,6.3752518031,7.3022399887,7.6391336857,8.014969948199999,8.005247757899999,8.0349262768,7.8129120519,8.4534424854,8.594880721499999,9.0748140801,"_","_","_",34.9566155364,36.7514387759,38.572299091,41.1415064009,43.4816697666,44.3291371829,44.3529982339,44.1924089748,45.0265446719,46.4280919883,47.4625108718,50.159982727,48.4567512799,51.0214940096,50.8558234299,51.6400849784,"_","_","_",75.61601173699999,76.3678152313,76.6858203677,76.82264334510001,77.3345827677,80.67470382889999,80.73049902690001,80.8102017643,80.95302574599999,81.498536109,80.1446124269,80.5149851437,80.786316907,81.45970530619999,81.55412091220001,81.6390870348,"_","_","_",22.2945219883,22.0398413034,21.8602601963,21.4794655066,21.8336688459,21.6758397291,21.4114524445,21.4364467303,22.1568203946,21.447881577,22.7962265583,21.4944970263,22.5036634337,22.147515082,22.3515734145,22.3211334157
"Indonesia (...2002)",23.4333137814,23.553933014,23.4498979059,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",39.1165533224,39.2696071978,39.5814540783,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",48.1369116107,47.9430391031,47.995726954,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",25.1793150756,25.0370024707,24.4573030033,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",9.137397545000001,9.6827922678,9.6875830047,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",3.179068552,3.2965472663,3.3777840419,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",39.0807657783,37.859508719,36.6382516597,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",77.1816926018,76.28217279640001,76.3489043573,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",21.8870469953,21.8014351987,21.5000713301,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"Iran (Islamic Republic of)",24.778556116,25.1007307963,25.4569447675,25.8457335862,26.0098383358,26.371005454,26.5048155517,26.6668994883,27.0732673963,26.9325864638,27.3650180829,27.9481397004,28.1653886121,28.4979367669,29.234705625,29.9241558317,30.2329145906,30.4477313091,30.6935763844,45.6467669636,47.7724469064,48.0493981979,48.2448470802,48.2099193073,48.8919398107,49.0589427411,49.5826927899,50.7662581639,50.3531297303,50.8653703931,50.8591577666,52.2074251889,51.4879470321,51.7547744139,51.8599959244,51.9227336184,52.0670325734,52.3189416298,61.558696379,59.2904462076,59.1526219712,59.5713131882,60.2984646488,60.336308219,60.8165815656,59.6167123476,60.3031337734,57.064445453,57.700254156,58.5831081742,57.3970253893,57.9650018386,58.3791183024,58.3789120079,58.3793215299,58.7184410507,58.7184410507,29.5735153711,29.5950430568,29.5345228964,29.7121796689,29.8021731689,29.7466305945,29.9059549251,30.0868375676,30.3847678617,30.8336876019,31.1544788948,31.1112473065,31.0007372364,31.0670762098,31.6010148377,31.602778316,31.602778316,31.664754057,31.7263588074,9.813749208200001,10.0142834373,9.946046690099999,10.0856775295,10.0522430695,10.2228785277,10.2787452914,10.3175535648,10.3691685557,10.5752292736,10.716681019,11.0637743899,11.0225523286,11.0588597695,11.047355359,11.0212681992,11.0423283931,11.0684086548,11.1301442552,4.2937627178,4.5557648124,5.0249095,5.5326826516,5.7442748501,6.4359670493,7.0089381423,7.6650934486,8.3435928423,8.851224840500001,9.064913256300001,9.735016443199999,10.4177986039,11.3667067148,12.3525353688,13.1476054245,13.9077684763,14.7101792708,15.5130183227,37.4901518301,37.6280607533,37.7659696764,38.0942898082,37.4567884424,35.7058318773,32.9403948274,31.8467528755,30.9649043471,28.3121450814,27.7300489471,29.938221018,30.7268193532,30.1677277126,32.6672759732,34.7537766957,36.5579889074,35.9631813383,35.8236481097,75.4949937766,75.6883330914,75.63892541369999,75.8071531702,75.9403189192,76.13453448120001,76.4599797499,76.57369103249999,75.7475253935,76.5894618621,77.349336192,76.8524743886,76.0604270863,75.7769221468,77.07719544450001,77.4638148284,77.7811143478,77.9560269577,78.0813817247,14.3382856499,14.4673102134,14.7174850048,14.4702947937,14.7200566786,14.9022505733,15.0433692486,14.9096206343,15.2904122263,15.3947274882,16.5049534169,16.2046778242,15.8853872477,16.327172044,16.264007433,17.2259190402,16.6849039724,16.7153353562,16.7344661496
"Iraq",19.4837704702,19.5629308863,19.6164230498,20.0103445522,19.306760778,19.39995601,19.7531912736,19.9414755975,20.338995683,20.7831756447,21.6024582285,21.9439247234,21.982155157,22.1458230282,22.3581501877,22.4236621269,22.5805083637,22.7095911932,22.9230035518,35.6639339203,36.8104228669,34.6711856005,35.4629798805,36.9710775968,36.3608342636,35.4004611044,36.2042378486,37.0955669512,38.1538130044,37.8455468745,37.9880102083,39.2108132781,39.3187656657,38.8726871441,39.5065713001,39.8490807556,40.2290517373,40.550837761,67.6495840637,67.6679156653,67.882755229,67.6501523745,66.9849319922,67.3609911893,66.43292599989999,64.0216758704,63.9738123755,60.3516313425,61.5730196996,63.9862373407,63.264107707,62.5066288247,62.2260452402,59.2466126327,59.2469590123,59.1713680719,59.1247097003,30.5198912389,30.7702326032,30.6458144923,30.1243380032,30.9007268616,26.161823593,26.5973673327,24.2336637422,22.7226196323,22.5034061293,24.9687223065,24.5792967564,23.854336019,24.4112195964,22.24693472,22.2545839305,22.2545839305,22.2673678002,22.2772907097,10.0554803173,9.7254423515,9.8449387593,9.5558271466,9.5619949451,9.204081352699999,9.2538594077,9.2264552795,9.205151045499999,9.2132085836,9.213879649100001,9.215014267200001,9.199559263399999,9.165438100999999,11.4654933036,11.4347695912,11.8663855475,11.8517487116,11.8350416481,3.0599761468,3.0500770145,3.2471487984,3.2655052707,3.2645298895,3.36411486,4.0509794102,4.4412793866,4.589691242,4.9391208376,5.2130734675,5.483408193,5.6485743599,6.1023622309,6.3090382521,6.5193569249,6.4780482023,6.834313022,7.1905778416,14.4859731436,15.039237184,15.5925012243,18.3227993382,12.9028424162,16.9301796892,16.5800729197,17.516073944,20.8478012388,23.6823261787,24.1812778386,26.0919344163,25.0521696753,24.7516264738,22.9985403367,22.8519877138,22.3247449247,22.272400711,22.6519343655,49.1033923001,49.1033923001,49.1033923001,49.1033923001,49.1033923001,49.1179944671,49.182507301,49.1644198774,47.551450769,47.6068057123,53.9479314239,53.9490095564,54.1778357037,54.1994323156,54.2144728849,54.1465794666,54.1750404075,54.2972084896,54.3463162417,12.8862527529,12.7770179672,12.4198610483,12.6693116882,12.755613453,12.1602410176,12.1223597231,12.6160134087,12.9662672884,13.0938116378,13.0086853784,12.6524760518,13.0634748524,12.8519633466,12.8655569278,13.3037108959,13.836221025,13.6248712485,13.6248572278
"Ireland",38.3202454238,38.6337862419,38.9307729965,39.6577482258,40.3686443898,41.2824324145,42.3858532121,43.1726552693,43.8923678004,43.9056897572,44.2702917189,44.5276132101,44.5375686791,44.3470752488,44.6550308479,44.7707673521,45.0031930484,45.2822347729,45.5392140054,60.0445485189,60.6300111775,61.3490042529,62.4883978796,63.8577423753,64.29668196980001,64.52967197300001,65.25371842049999,67.2141724354,68.680656931,68.60946331380001,68.496022486,69.2788024697,69.8211341813,71.46234533640001,71.2952587849,71.26447825299999,71.8457744925,72.3635941225,55.9664877614,55.9311681393,55.7745265892,55.7011023094,55.5238780228,55.5445210869,55.51480042,55.4849666101,55.1512904662,55.0598938968,55.8919350512,55.7881150661,55.6857393623,55.560911037,55.5250312518,55.4165312574,55.4165475155,55.4374036689,55.4410187785,34.5794377431,34.8725758385,34.8684274394,34.9210925397,35.0874157501,35.2492203061,35.4172480543,35.3203112215,35.1442546013,34.5730001058,34.4567350614,34.2915648259,34.2720018992,34.1436017373,34.3329159618,35.0207863106,35.0207863106,35.0812215049,35.1416566993,22.2306380262,22.4389238832,22.8825825633,24.2381521302,24.9127681223,25.8141677312,26.7499424147,28.0409884787,29.4046271632,30.3182521375,31.9436736947,32.6601762383,32.9416780342,32.7145669577,32.7500879582,33.7542209973,34.6293366732,36.2399524271,37.0742255094,10.4745260298,11.0624123156,11.6250044099,12.5094819231,13.6269491555,14.8595952416,17.0809298609,18.7459795388,19.6196713283,19.6821571629,20.3480005472,21.1569589744,20.8963193809,20.2921437797,20.6433570934,20.7239565622,20.8990849617,21.0876494967,21.296930648,91.03312567640001,90.5096812529,89.9862368294,88.36674530160001,87.6317944261,90.4604663307,90.81850890139999,91.28380806929999,91.1746630451,89.19375724859999,88.514465117,88.01513724119999,87.82063564409999,87.7315687413,89.8552881863,89.41112366980001,87.2291692041,87.1164546655,87.1153268937,84.6323403814,84.6323403814,84.81288968139999,85.3328678007,86.3045164569,87.3015060651,88.4440562466,89.12476774069999,89.5149511385,89.65501590770001,87.8567140488,86.421835403,86.2312165277,85.81097704840001,84.85182471730001,83.4730485028,83.23280462050001,83.5409547908,83.849104961,22.3040935307,22.0713735957,21.7837341903,22.0155416996,22.0796782877,22.1206181774,22.3721130217,22.0684254362,22.4576369196,22.1347004859,22.0900130173,22.4382180145,22.4621643265,22.5988543939,22.515871366,22.3455903878,23.1515702595,22.7472329703,22.7472329703
"Israel",35.6520991531,35.8565725635,35.9952312121,36.2831511753,36.6611473208,36.8536746362,38.2961311753,38.8232193027,39.2345665988,39.1353341762,39.2315309779,39.5260432682,39.7902681219,39.5236021422,39.6734013765,39.983758997,40.0587041474,40.175893488,40.1993369553,65.00506963860001,66.66329295600001,67.12613720909999,66.1180756102,66.089179921,66.9529951622,81.5796541555,82.9834203943,82.3677672773,81.8289064595,81.12365144570001,81.6627466417,84.3382304502,84.3406166419,84.5045264589,85.0194720213,85.5056585446,85.10933216300001,84.5215556861,50.0126566784,49.9199561973,49.9403987074,49.827955173,49.5218937613,49.5339654007,49.4796716431,49.549446746,49.6160453803,49.5928937569,49.4536694299,49.5626013785,49.6018030625,49.5676504635,49.6660717321,49.6050718943,49.6050896784,49.605109051,49.6051284236,33.1568843864,33.0958676218,33.0335045828,33.0856175894,33.1361840497,33.0564433885,33.1905528684,33.3334389226,33.4200226009,33.2259761217,33.3237672311,33.3017886615,33.8058199447,33.4514022583,33.6488780786,33.6502314512,33.6502314512,33.7542849821,33.784680933,16.3892742852,16.2238894237,16.5740041154,16.4723115638,16.6310767089,16.59718264,16.5947987707,16.7687187593,16.6825757515,16.7700726193,16.6516749512,16.6883555512,16.6703052276,16.6362618482,16.5722094667,16.6990066919,16.7202728538,16.7194722663,16.7186486509,10.866976802,11.1610228737,11.8252864778,12.8080968769,13.9971213609,14.8862418939,15.6343363435,17.2022049029,18.2987328756,18.529738561,19.0357137283,19.5377794596,19.5383315774,18.9778915582,19.3752619541,19.8491072827,19.9222229162,20.3574971858,20.6665550531,71.0773922962,70.3012061302,69.5250199642,68.8533455342,68.3143903869,67.2268799191,70.01182635479999,69.35424361770001,69.9533958964,67.5390951822,69.5361106199,71.0240490403,70.6991320345,70.67894524490001,71.5363045316,72.851824128,73.7325958349,73.467419413,73.2987586541,84.0126874919,84.23009759590001,84.38730353379999,84.21653047780001,84.1140940393,84.25445318910001,84.1382561317,83.7848293591,83.6703617363,83.47934317239999,83.93362428330001,84.2906288416,83.792813048,83.8959247929,83.9003650991,83.9197166208,83.89166634670001,83.88900648889999,83.8879583076,22.7685383049,23.1380315099,22.1311551342,22.5240211359,22.4945988718,22.1800173864,22.5943424231,22.4646508243,23.0091261764,23.2921688697,22.6886411241,22.6437123405,23.0276501411,22.7440648105,22.551049963,22.714352898,22.5479217339,22.7062315778,22.6606171141
"Italy",31.4425812149,31.8904805494,32.2636442675,32.4006046296,32.9847769049,33.3091360303,33.6448672999,33.9837086576,34.6472506406,34.9114024434,35.2987287214,35.3906037024,35.5916356187,35.6613364614,35.6544688361,35.63663136,35.6836888704,35.880959002,35.9943693435,62.5134962432,63.1146722558,63.2178141331,63.6937054317,64.46653265969999,64.67450767459999,65.08872424650001,64.8796883775,64.9588744922,65.6199562539,66.05828338809999,66.5069883422,67.0907766399,67.3918669143,67.0133098509,66.7788084278,66.649065523,66.72309812500001,66.7948276914,47.579832713,47.2421766922,47.2398989036,47.251868714,47.3101844964,47.4702750496,47.3393049382,47.2999854593,47.869107379,47.1298282213,47.2309239385,47.3762482435,47.2203845242,46.423029122,46.3545253902,46.2572849662,46.2663422285,46.3515867325,46.3935920487,27.2768691955,27.300088261,27.5155879644,27.3495654638,27.5970243993,27.566259559,27.8327321586,27.8023889685,28.7056560133,28.1844578341,28.702584546,28.3791208588,28.0986112524,28.587235027,28.4485015828,28.5667119485,28.5730711961,28.5954338307,28.6178127204,16.5565361311,16.5541648509,16.6392329445,16.7021405183,16.6831359753,16.7420652353,16.76804962,16.8339922158,16.8970803989,16.9704401479,17.4942441555,17.4031518288,17.3651063743,17.340094323,17.0681537832,17.0334685729,17.0455150556,17.0537876032,17.0621272511,7.7075602328,8.3218148647,8.7362722192,9.108726839099999,10.1007118734,10.9062996058,11.7308142983,12.4358059916,13.2383886313,14.0052803847,14.6342656591,14.761207668,15.2668442375,15.5366921144,15.6448966752,15.8992059277,16.1230378792,16.3728919284,16.6096603525,56.8498400137,58.9831447012,60.452120097,60.7045006,61.4322160253,59.3968959142,59.1441882616,58.8146973312,60.7703036011,61.4342068685,60.1111493747,60.4741950386,61.248090365,60.9394708468,61.794179904,60.2472677253,60.5225808372,60.6677987717,60.5909996626,71.6089331686,71.6598269424,71.8892504001,72.0583136435,72.6369427922,73.2654756036,73.8073022896,75.9225768475,76.37367153210001,76.6625668268,77.27422770360001,77.6327244462,77.5955425626,77.4597494989,77.19646042630001,77.2618914751,77.269072368,77.4620283071,77.6068472505,22.6658208225,22.5701903895,22.6175303085,22.1729862087,22.1398047109,22.5332921915,22.2969245004,22.304702301,22.4082042006,22.616133485,22.6329916625,22.8198171301,22.9588604582,22.9976268533,23.2003724105,23.3836809465,23.2146242168,23.6745367812,23.841698537
"Jamaica",28.7869443353,28.9286620937,29.0577811944,29.1676876512,29.6076063923,29.4500174542,30.2255665212,31.010935859,30.6556856411,31.4510021001,31.4322604713,31.5423011405,31.2965628688,31.3656303159,31.4997159676,31.7963726918,32.3031931241,32.4410824912,32.6257063052,43.7948105752,44.4820408439,44.7649446382,44.0576186158,45.848660931,45.7584920855,45.9541895204,46.3224292672,47.3481888827,47.2358371961,47.6800522213,47.4131238312,47.8835099969,48.3084506455,47.7677460904,47.7640026313,47.6764476393,48.1027360513,48.3612346118,50.2047685031,50.3453231497,50.176800237,50.146257423,50.2042533793,50.1683762708,50.318214853,50.1396178403,49.8212835693,49.3860697722,49.3678056831,49.5610893633,49.4636528579,49.4912876527,49.5226244514,49.5426416174,49.542758282,49.5157772382,49.4887961944,28.2868639238,28.504726901,28.328061057,28.4189269948,28.4998318689,28.3316303865,28.6119722981,28.8853152694,26.1779881743,25.9628904884,26.3634234821,25.9353352584,25.1998499962,25.0309644871,25.2518508575,25.2076117798,25.2076117798,25.2682891188,25.2983033611,19.380904195,19.7426466819,19.7142702016,19.7399143748,19.634021268,19.5169057542,19.5580049157,20.6662777621,20.6719174543,22.9443241148,22.3110288364,22.3027309377,22.2796133321,22.1820383632,22.4690004516,22.4495377688,22.4649540393,22.4649540393,22.4649540393,5.1883991074,5.507334951,5.9394788936,6.4040968835,6.72412941,6.7244157039,7.4052876746,8.2896972954,8.293126232100001,8.561414275000001,8.824822599000001,9.237000734200001,8.780057277699999,9.135074297999999,9.5487219133,10.190470027,10.9609421363,11.4100255566,11.8589479735,57.6375669248,56.154395324,54.6712237233,53.5976074292,53.9700232836,53.0386599979,55.5553372526,56.1769190106,55.8207768322,54.9872874127,54.5345263088,56.3942658135,55.6939431964,56.2528984344,56.0229989589,57.1849458815,58.9933697181,57.8036737121,57.8704774674,77.0286538766,76.3919489389,76.4813931894,76.6645615474,76.748043216,77.45907332260001,77.9105608964,78.10580876500001,77.767158764,77.6869996578,77.5760478835,77.6245202615,77.938644212,77.9522339195,77.5082919172,77.88942369039999,77.7880913131,77.7455983365,77.71858264940001,16.9842652287,16.4735750311,16.3154138948,16.0622198448,16.4608282877,16.1354386493,16.7961158119,16.9600582068,16.9723732597,18.8371566916,18.4330749224,17.8275970931,18.1608938503,17.6163407907,17.4171850792,17.1888662137,17.622930129,17.6949800838,17.6949800838
"Japan",39.131493096,39.2008342425,39.5921178088,40.3382241538,41.0273137855,41.4137348297,41.4411119213,41.4560876568,41.64723318,42.7384383094,42.3386056335,42.4906972056,43.1359186431,43.3676416372,43.9576018854,44.0999813243,45.2212238694,45.1488579237,45.2947956374,74.75199751140001,75.3693526587,75.3185847397,76.1690939577,76.3054154133,77.4791210166,78.0984611029,78.3571712103,78.1147295218,78.4431784112,78.19535352929999,79.098859324,78.9924349807,79.71591580000001,80.4836628778,79.69875294800001,79.1851352468,79.3488996671,79.5673946571,37.925221362,37.7096436848,37.6833811582,37.6612513999,37.6429262374,37.6290114481,37.6170243206,37.6023077346,37.585387361,37.5699753414,37.5549190264,37.542765292,37.5400799611,37.5371595044,37.5297791548,37.51937416,37.5193813353,37.4984540839,37.4775268325,34.6238998859,34.6079630602,34.5697375414,34.4947386602,34.633311654,34.7207710799,34.7059039341,34.7061612177,34.4291710222,34.2079560586,34.3677290851,34.3079601701,34.3516551341,34.2383203873,34.1633208163,34.145000019,34.145000019,34.1458460892,34.1410445699,22.4075255483,21.7155597709,21.8222472587,21.7844046871,22.4775175759,22.0416770007,22.0357316176,22.0148801685,21.8569829193,23.6779778206,21.8060863115,20.9340875152,21.2926708115,21.7885038907,22.2752759892,22.3009370668,22.5034775813,21.7832060126,21.8277035739,11.1755946841,12.1330006088,13.416255911,14.3223355992,15.9398065005,16.9006947964,17.4904604558,17.9938632187,18.3162252875,20.4915258039,20.8071459007,21.4319803596,21.653351273,22.3420876443,23.110663542,23.6552888148,24.2361974771,24.6695656296,25.1627900088,80.7785164508,79.11370839030001,77.4489003297,81.00409158310001,81.9183122271,81.8480286038,84.1390953212,82.2265758774,82.14053149590001,82.5744695648,83.1472673815,83.6043951939,84.0180436543,85.4347795382,86.66610035710001,86.1785334432,86.2409789821,86.24099634060001,86.31023871390001,90.6708846983,89.21620123389999,89.13288082920001,89.1395912675,89.1564189339,89.04513256200001,88.9179164177,88.5749498082,91.8833451397,92.22734420659999,91.844952533,91.8033902972,91.83237442710001,90.13150709919999,90.1750054347,90.12967928320001,90.16912441789999,90.2114475716,90.2537707254,30.5390957777,30.4862850003,30.4465271949,31.4463807126,30.8380495608,31.4840599266,29.5872832561,29.5694211007,29.6339954608,29.8814432381,29.5257052744,30.2869342148,33.0796122186,32.5795476201,33.578181219,34.1943792195,40.6468033908,40.6465118861,40.6732668776
